id,time_stamp,is_visible,is_noisy,is_moving,location_id,range,angle_degree,sensor_pose_xytheta,trajectory_id
106,1704890625.1978638,1,0,True,0,"[0.7912325046398047, 1.1341616706612094]","[15.345288360238701, -13.251556451244209]","[0.1976781214839233, -0.03691714060927747, 0.016724861226975918]",1
107,1704890625.3526125,1,0,True,0,"[0.7908025773911939, 1.1344353726071852]","[13.61362776953954, -14.955388815570585]","[0.19775400403316049, -0.03691441419067074, 0.04522723797708749]",1
108,1704890625.508685,1,0,True,0,"[0.7905276165671302, 1.1348860909277037]","[11.820796658844637, -16.714142733919648]","[0.19770344939191853, -0.036917012579697296, 0.07468625251203775]",1
109,1704890625.664723,1,0,True,0,"[0.7902366939354987, 1.1355683668052972]","[9.404285101423094, -19.082366868539854]","[0.19762780577561706, -0.03692363749249731, 0.11437626276165247]",1
110,1704890625.8210924,1,0,True,0,"[0.7900955597799196, 1.136138039386779]","[7.626396135291078, -20.8226542952684]","[0.19755239038362377, -0.03693250571803904, 0.14356438163667917]",1
111,1704890625.9767053,1,0,True,0,"[0.7898083674794317, 1.1365237699819164]","[5.965385535858413, -22.45276843923076]","[0.19767730098112213, -0.036912220434053046, 0.17085751239210367]",1
112,1704890626.1331139,1,0,True,0,"[0.7895788633073207, 1.1370059690315666]","[4.195664824036113, -24.187406173504563]","[0.19777686455675753, -0.03689388649853759, 0.19992368761450052]",1
113,1704890626.2889829,1,0,True,0,"[0.7893954986033415, 1.1375131719302174]","[2.4705190243480137, -25.877199002485884]","[0.19787596677305833, -0.03687318085671005, 0.22825073543936014]",1
114,1704890626.4450731,1,0,True,0,"[0.7894065129494112, 1.138190058433251]","[0.75795686982184, -27.549767155070715]","[0.1978268762697252, -0.036885525706071204, 0.2563594216480852]",1
115,1704890626.600943,1,0,True,0,"[0.7893842746362199, 1.1388547249102317]","[-1.001694712333474, -29.269135132457425]","[0.19785133169879004, -0.03687900168634302, 0.28524204436689615]",1
116,1704890626.760798,1,0,True,0,"[0.7893206609628226, 1.1396258340694072]","[-3.127666137675744, -31.347188545367903]","[0.19797211294985628, -0.036841242924401496, 0.3201328748837113]",1
117,1704890626.9165976,1,0,True,0,"[0.7893175577423415, 1.1402903324866507]","[-4.8435104550595245, -33.02315647649349]","[0.19806758343074274, -0.036807557599227235, 0.3482911223545671]",1
118,1704890627.0725424,1,0,True,0,"[0.7893617983341038, 1.1410161245582107]","[-6.613001139542023, -34.75041073700254]","[0.19816203832689105, -0.03677112216639691, 0.37733083311468363]",1
119,1704890627.2290723,1,0,True,0,"[0.7896165377815842, 1.1418824107716399]","[-8.29731934900026, -36.390171686308015]","[0.1980920418298354, -0.03680055079800756, 0.40500318352133036]",1
120,1704890627.3846798,1,0,True,0,"[0.789797137096641, 1.142717091849599]","[-10.058319274284694, -38.106300962759384]","[0.1981383746864173, -0.036780161601333225, 0.4339210921898484]",1
121,1704890627.5411108,1,0,True,0,"[0.7900769986140342, 1.1436434784639105]","[-11.85085994956937, -39.851348803967255]","[0.1981383746864173, -0.036780161601333225, 0.4633764559403062]",1
122,1704890627.6967294,1,0,True,0,"[0.7903307334414379, 1.1445042821158757]","[-13.529868617762984, -41.48601345426265]","[0.198183102967277, -0.03675645162367732, 0.4909631246700883]",1
123,1704890627.8524237,1,0,True,0,"[0.7903433510954686, 1.1446893145968402]","[-13.973106245555634, -41.918464633313114]","[0.1982499227056744, -0.03672038518824322, 0.4982296759262681]",1
124,1704890627.9959393,1,0,False,0,"[0.7902992212201864, 1.1446654542360883]","[-13.999098821805099, -41.94457972220352]","[0.19829438084373158, -0.036696177807193746, 0.49864249769598246]",1
125,1704890628.152638,1,0,False,0,"[0.790299573059689, 1.1446664263587871]","[-14.00086769489485, -41.94630043347501]","[0.19829438084373158, -0.036696177807193746, 0.49867158476263285]",1
126,1704890628.3086953,1,0,False,0,"[0.7902763223091671, 1.144651214213217]","[-14.007883440482976, -41.953540073016285]","[0.198316608330363, -0.03668407121055346, 0.49877964798361063]",1
127,1704890628.465154,1,0,False,0,"[0.7902515793066041, 1.1446318801030009]","[-14.007397895113145, -41.95348264048649]","[0.1983388353080597, -0.03667196367956535, 0.49876435939222574]",1
128,1704890628.6207628,1,0,False,0,"[0.790251244256107, 1.1446309546637834]","[-14.005714200284935, -41.95184479562117]","[0.1983388353080597, -0.03667196367956535, 0.4987366730347276]",1
129,1704890628.777147,1,0,False,0,"[0.7902513924813295, 1.1446313640848236]","[-14.006459085818754, -41.95256939669345]","[0.1983388353080597, -0.03667196367956535, 0.4987489217892289]",1
130,1704890628.9335384,1,0,False,0,"[0.7902516467542643, 1.1446320663898029]","[-14.007736808835487, -41.953812324917486]","[0.1983388353080597, -0.03667196367956535, 0.4987699324265123]",1
131,1704890629.0890996,1,0,False,0,"[0.7902513975304997, 1.1446313780311403]","[-14.006484459046018, -41.952594078963706]","[0.1983388353080597, -0.03667196367956535, 0.49874933902174234]",1
132,1704890629.2447457,1,0,False,0,"[0.7902502108614137, 1.1446280998343794]","[-14.000519933549173, -41.9467919738996]","[0.1983388353080597, -0.03667196367956535, 0.49865125957876444]",1
133,1704890629.4007905,1,0,True,0,"[0.7900856002255456, 1.1446134345165162]","[-14.284649966099765, -42.22688960917942]","[0.19853861737321066, -0.03656251884788289, 0.503257148899138]",1
134,1704890629.5566208,1,0,True,0,"[0.7882076335829843, 1.1433415120527222]","[-14.718330882863256, -42.68124484508461]","[0.2003078611282688, -0.03557773358735258, 0.509780221618712]",1
135,1704890629.7127528,1,0,False,0,"[0.7856949227907117, 1.1414952436900063]","[-14.918341929661228, -42.917728580364475]","[0.20260326667672077, -0.03428925618509902, 0.5122616225853562]",1
136,1704890629.8687112,1,0,False,0,"[0.782863960033426, 1.1393620121966004]","[-14.999238253256664, -43.04309134507528]","[0.20516180146211727, -0.03284903804036884, 0.5126805836334825]",1
137,1704890630.0250728,1,0,False,0,"[0.7799072047023191, 1.137128535803114]","[-15.062215444055814, -43.153021796373466]","[0.20783049214629143, -0.03134651808836854, 0.5127582484856248]",1
138,1704890630.1808193,1,0,False,0,"[0.7769534286451051, 1.1349045981815558]","[-15.135164167386215, -43.27260842429653]","[0.21049895108496333, -0.02984358659944636, 0.5129918986931444]",1
139,1704890630.3370984,1,0,False,0,"[0.774205223146019, 1.1328105107123454]","[-15.135953212181741, -43.31850404579037]","[0.2129698377705612, -0.028454057183106767, 0.5121073061600327]",1
140,1704890630.4927332,1,0,True,0,"[0.7705680372464605, 1.1300766016957473]","[-15.221060474607452, -43.46121869254736]","[0.21625715669602058, -0.0266057662134936, 0.5123021537438035]",1
141,1704890630.6489658,1,0,True,0,"[0.7663533359021493, 1.1269273607224621]","[-15.349253119780139, -43.65532105500615]","[0.22007294326038215, -0.024457927059294615, 0.5129938060417771]",1
142,1704890630.8048065,1,0,True,0,"[0.7609304717153214, 1.1228987568326776]","[-15.542426279238265, -43.93232002728385]","[0.22498887792950936, -0.021684569830754227, 0.5143135720863938]",1
143,1704890630.9610684,1,0,True,0,"[0.7580562191423454, 1.1207569578547354]","[-15.61522686662258, -44.0501969491593]","[0.22758905499228663, -0.020215140317357327, 0.5145153934136033]",1
